GO_ID,Description,Category,Count,Bg_Count,GeneRatio,BgRatio,RichFactor,P_value,Gene_List,FDR
GO:0033557,Slx1-Slx4 complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v200501,0.528145699
GO:0031267,small GTPase binding,MF,1,15,1/1038,15/6466,0.066666667,0.927771062,TGAM01_v208744,0.944233413
GO:0007264,small GTPase-mediated signal transduction,BP,4,15,4/1038,15/6466,0.266666667,0.210776831,TGAM01_v204932;TGAM01_v206284;TGAM01_v208430;TGAM01_v209940,0.52727039
GO:0015935,small ribosomal subunit,CC,2,11,2/1038,11/6466,0.181818182,0.547375379,TGAM01_v203785;TGAM01_v205698,0.695478528
GO:0032040,small-subunit processome,CC,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v200575,0.84473537
GO:0030915,Smc5-Smc6 complex,CC,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v202431;TGAM01_v210004,0.468708376
GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205046,0.528145699
GO:0030515,snoRNA binding,MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v206583,0.709601478
GO:0006814,sodium ion transport,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204831,0.528145699
GO:0015385,sodium:proton antiporter activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204831,0.528145699
GO:0005452,solute:inorganic anion antiporter activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207016,0.449154031
GO:0008295,spermidine biosynthetic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v206584,0.449154031
GO:0006597,spermine biosynthetic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v206584,0.449154031
GO:0005876,spindle microtubule,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204910,0.528145699
GO:0000922,spindle pole,CC,3,5,3/1038,5/6466,0.6,0.0319906,TGAM01_v201067;TGAM01_v201804;TGAM01_v201837,0.449154031
GO:0005681,spliceosomal complex,CC,4,11,4/1038,11/6466,0.363636364,0.085242562,TGAM01_v204834;TGAM01_v205708;TGAM01_v207061;TGAM01_v209790,0.449154031
GO:0032933,SREBP signaling pathway,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v200743,0.528145699
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,BP,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v206475,0.786737274
GO:2001070,starch binding,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v205385,0.588877171
GO:0004768,stearoyl-CoA 9-desaturase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v208721,0.588877171
GO:0006694,steroid biosynthetic process,BP,1,8,1/1038,8/6466,0.125,0.75358158,TGAM01_v209535,0.81773785
GO:0032934,sterol binding,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200743,0.449154031
